Account Name,Adjusted Cost,Adjusted Proceeds,Avg Buy Price,Avg Sell Price,Exit Efficiency,Best Exit,Best Exit Price,Best Exit Time,Bias,Close Date,Close Time,Commission,Confluence,Did Emotions Affect Decisions?,Duration,Emotions,Entry Logic Explanation,Entry Model,Entry Price,Executions,Exit Price,Gross P&L,How Did The Trade Play Out?,Trade Risk,Initial Target,Instrument,Spread Type,Mistakes,Net P&L,Net ROI,Notes For Coaches,Open Date,Open Time,Pips,Reward Ratio,Points,Position MAE,Position MFE,Price MAE,Price MFE,Profit Target   Did You Respect It?,Realized RR,Return Per Pip,Reviewed,Setups,Side,Status,Stop Loss   Did You Respect It?,Playbook,Symbol,Ticks Value,Ticks Per Contract,Fee,Swap,Rating,Quantity,Was Emotionally Stable?,What I Did Well,Zella Score
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,338262.5,337887.5,6765.25,6757.75,,3300.0,6831.25,2026-03-03 18:00:00 UTC,bearish on higher tf,2026-03-03,09:44:29 EST,0.0,emas bearish,yes,86.0,"anxious, frustrated","pivot buy before pivot sell, fvg, momentum",other (specify below),6765.25,2,6757.75,-375.0,"not as expected, came back to my original idea",0.0,0.0,ES,future,"rushing, volatility, ignored bias, fomo, chasing price",-375.0,-0.00110861,"i feel ny open is somewehre i need to improve, the idea was there but execution was off",2026-03-03,09:43:03 EST,,,-7.5,-400.0,50.0,6757.25,6766.25,tried to exit as soon as i got in but then stayed in anyway,,,true,"break & retest, shouldn't be in this trade",long,Loss,"respected, stop hit",Break & Retest,ES,-30.0,-30.0,0.0,0.0,1.0,1.0,no,"accepted it, realized we were caught in strong level of buying and selling",-93.75
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,337862.5,339312.5,6757.25,6786.25,,,,,"bearish on higher tf, uptrend, switched on lower tf",2026-03-03,11:43:44 EST,0.0,"emas bearish, emas bullish",yes,2360.0,"i was stable before entering but not while in the trade, calm, confident, excited, fearful, frustrated, anxious, angry, ambivalent, stressed",waited for pivot retracement,fcr,6757.25,2,6786.25,-1450.0,"not as expected, blew account",0.0,0.0,ES,future,"bleed, continued to retrace after entry, ignored recent bias in order to stick to my plan, moved tp & sl, kept moving stoploss, cancelled stop loss",-1450.0,-0.00427335,"price action went against my daily plan, i market fcr on open and close vs wicks by accident today somehow even after builing an idicator to do it for me i manually drew the lines today, i entered at fcr 'short from here' after retrace from displacement but it retraced today again back through the 'long from here'",2026-03-03,11:04:24 EST,,,-29.0,-1725.0,0.0,6791.75,6761.75,aiming to trail beyond local low,,,true,pivot sell,short,Loss,"not respected, cancelled, auto-liquidated","ZTH | Rejection, ZTH | Pivot, STB | FCR",ES,-116.0,-116.0,0.0,0.0,1.0,1.0,no,"accepted it, calculated my liquidation threshold for awarness, realized the trade was moving the opposite direction, journaled and documented data",-84.05797101
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,76380.0,75920.0,76.38,75.92,,50.0,76.43,2026-03-03 17:00:00 UTC,"uptrend, bearish on lower tf, bullish on higher tf, switched on lower tf",2026-03-03,11:43:44 EST,0.0,emas bullish,no,757.0,"ambivalent, frustrated, stressed, neutral","fear of missing out, waited for pivot retracement, fvg",other (specify below),76.38,2,75.92,-460.0,"not as expected, blew account",0.0,0.0,CL,future,"fomo, continued to retrace after entry",-460.0,-0.00602252,"lessons documented, ouch - see my review on github, price action went against my daily plan, i even entered lower than i wanted to be ""safe"" lol",2026-03-03,11:31:07 EST,,,-0.46,-1020.0,350.0,75.36,76.73,aiming to trail beyond local high,,,true,"continuation, pivot buy, bounce off support",long,Loss,"respected, stop hit","ZTH | Bounce, ZTH | Pivot",CL,-46.0,-46.0,0.0,0.0,,1.0,yes,"accepted it, comitted to plan, did not touch the trade idea, realized the trade was moving the opposite direction",-45.09803922
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,49759.0,49859.5,24879.5,24929.75,,416.0,24688.0,2026-02-23 16:00:00 UTC,downtrend,2026-02-23,10:21:43 EST,0.0,emas bearish,yes,770.0,"excited, anxious","fear of missing out, fvg",fcr,24879.5,2,24929.75,-100.5,"decent, not as expected",-98.5,192.0,MNQ,future,"continued to retrace after entry, not an a+ setup, stopped out on retractement",-100.5,-0.00201566,thanks for helping me follow you during live trading as ny open can feel stressful but all the information and encouragment you share is very valuable,2026-02-23,10:08:53 EST,,1.94923858,-50.25,-100.5,80.0,24929.75,24839.5,1:2 rr,-1.02030457,,true,break & retest,short,Loss,"respected, stop hit","Break & Retest, STB | FCR",MNQ,-201.0,-201.0,0.0,0.0,2.0,1.0,no,comitted to plan,-100.0
Tradovate TPT 50K - TAKEPROFIT635000920 - BLOWN,190410.0,190530.0,63.47,63.51,,190410.0,0.0,1970-01-01 00:00:00 UTC,"",2026-02-09,09:35:40 EST,0.0,"","",89.0,"","","",63.47,2,63.51,-120.0,"",0.0,0.0,CL,future,"",-120.0,-0.00062982,"",2026-02-09,09:34:11 EST,,,-0.04,-180.0,150.0,63.53,63.42,"",,,false,"",short,Loss,"","",CL,-12.0,-4.0,0.0,0.0,,3.0,"","",-66.66666667
Tradovate TPT 50K - TAKEPROFIT635000920 - BLOWN,347462.5,347562.5,6949.25,6951.25,,347462.5,0.0,1970-01-01 00:00:00 UTC,"",2026-02-09,10:03:41 EST,0.0,"","",129.0,"","","",6949.25,2,6951.25,-100.0,"",0.0,0.0,ES,future,"",-100.0,-0.00028772,"",2026-02-09,10:01:32 EST,,,-2.0,-100.0,287.5,6951.25,6943.5,"",,,false,"",short,Loss,"","",ES,-8.0,-8.0,0.0,0.0,,1.0,"","",-100.0
Tradovate TPT 50K - TAKEPROFIT635000920 - BLOWN,347962.5,348500.0,6959.25,6970.0,,,,,"",2026-02-09,10:31:05 EST,0.0,"","",242.0,"","","",6959.25,2,6970.0,537.5,"",0.0,0.0,ES,future,"",537.5,0.00154471,"",2026-02-09,10:27:03 EST,,,10.75,-50.0,575.0,6958.25,6970.75,"",,,false,"",long,Win,"","",ES,43.0,43.0,0.0,0.0,,1.0,"","",93.47826087
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,190410.0,190350.0,63.47,63.45,66.67,90.0,63.44,2026-02-16 16:00:00 UTC,"downtrend, uptrend",2026-02-16,11:07:49 EST,0.0,"emas bullish, emas bearish",yes,1682.0,"frustrated, stressed, angry, happy, confident, ambivalent, anxious, calm, excited, fearful, neutral","fvg, fear of missing out",other (specify below),63.47,2,63.45,60.0,"as expected, not as expected, rapidly opposed my idea",0.0,0.0,CL,future,"continued to retrace after entry, bleed, chasing price, ignored bias, kept moving stoploss, moved tp & sl, no confluence, not an a+ setup, not filled 2nd sweep, not knowing how to use tradovate w/ trading view, not off a level, rushing, slow to execute, stopped out on retractement, volatility",60.0,0.00031521,"poor execution, great execution",2026-02-16,10:39:47 EST,,,0.02,-330.0,90.0,63.58,63.44,"1:2 rr, respected, not respected",,,true,"practice position sizing, shouldn't be in this trade, testing, rejection off resistance, 123, 5min tf, oops, break & retest, pivot buy, pivot sell",short,Win,"stop hit, respected, not respected","Break & Retest - Vincent Desiano Template, ZTH | 1-2-3, ZTH | Bounce, Break & Retest, ZTH | Rejection, ZTH | Pivot, IT | 35A, IT | G2, IT | SMOG, IT | TCL 1.0 (AKA TCL Max/Ultra), IT | TC1 & 2, IT | CH1 & 2, ZTH | SFP",CL,6.0,2.0,0.0,0.0,0.5,3.0,no,"exited in profit, realized the trade was moving the opposite direction",66.66666667
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,34336.25,34301.25,6867.25,6860.25,,-34336.25,,,"bullish on lower tf, bearish on higher tf",2026-02-24,09:56:22 EST,0.0,"",yes,66.0,"anxious, fearful, stressed, greedy","fear of missing out, fvg",fcr,6867.25,2,6860.25,-35.0,"rapidly opposed my idea, not as expected",-35.0,81.25,MES,future,"continued to retrace after entry, stopped out on retractement",-35.0,-0.00101933,"",2026-02-24,09:55:16 EST,,2.32142857,-7.0,-38.75,2.5,6859.5,6867.75,1:2 rr,-1.0,,true,123,long,Loss,"respected, stop hit","ZTH | 1-2-3, STB | FCR",MES,-28.0,-28.0,0.0,0.0,,1.0,no,"comitted to plan, realized the trade was moving the opposite direction",-90.32258065
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,101115.0,101680.0,25278.75,25420.0,65.32,865.0,25495.0,2026-02-25 21:00:00 UTC,uptrend,2026-02-25,16:26:32 EST,0.0,emas bullish,no,19994.0,"happy, confident, anxious, neutral, excited",fvg,"fcr, catching the move of the day, other (specify below)",25278.75,2,25420.0,565.0,as expected,0.0,0.0,MNQ,future,"",565.0,0.0055877,"great execution, green day!",2026-02-25,10:53:18 EST,,,141.25,11.0,565.0,25281.5,25420.0,"respected, 1:2 rr",,,true,pivot buy,long,Win,respected,STB | FCR,MNQ,1130.0,565.0,0.0,0.0,4.0,2.0,yes,"comitted to plan, exited in profit",100.0
Tradovate APEX 100K FULL_reset-3 - APEX-484839-05 - BLOWN,150003.0,150561.0,25000.5,25093.5,,279.0,24954.0,2026-02-26 23:00:00 UTC,downtrend,2026-02-26,14:47:39 EST,0.0,emas bearish,yes,4217.0,"ambivalent, angry, anxious, fearful, frustrated, stressed","fear of missing out, fvg",other (specify below),25000.5,2,25093.5,-558.0,not as expected,0.0,0.0,MNQ,future,"chasing price, continued to retrace after entry, not an a+ setup, fomo, adjusted my entry from where my plan was",-558.0,-0.00370614,poor execution,2026-02-26,13:37:22 EST,,,-93.0,-558.0,141.0,25093.5,24977.0,"",,,true,pivot sell,short,Loss,"respected, stop hit","ZTH | Pivot, STB | FCR",MNQ,-1116.0,-372.0,0.0,0.0,1.0,3.0,no,"comitted to plan, realized the trade was moving the opposite direction",-100.0
Tradovate APEX 100K FULL - APEX-484839-06,333650.0,332425.0,6673.0,6648.5,74.24,1650.0,6640.0,2026-03-24 20:40:00 UTC,"bullish on lower tf, bearish on higher tf",2026-03-24,16:59:01 EDT,0.0,"",yes,1941.0,"confident, excited, fearful, frustrated, happy, stressed, ambivalent, anxious, angry, calm","waited for pivot retracement, stayed conservative on entry and market aggressively filled it, ob, key levels, older manipulation wick, fvg","catching the move of the week, catching the move of the day",6673.0,2,6648.5,1225.0,"profitable, kind of as expected, decent, came back to my original idea",0.0,0.0,ES,future,"",1225.0,0.00368504,"wow a lot of praying and was super grateful to have the live coaches and mentoring classes to help me through even through mentally, not sure if i have until midnight to pass the eval or if market close today was it, email this morning said it renewed but i didn't see a reset yet",2026-03-24,16:26:40 EDT,,,24.5,-237.5,1650.0,6677.75,6640.0,never reached-due to apex auto-close,,,true,"pivot sell, rejection off resistance",short,Win,respected,ZTH | Pivot,ES,98.0,98.0,0.0,0.0,3.5,1.0,no,"comitted to plan, did not touch the trade idea, exited in profit",74.24242424
